globalInd,opt,timeOpt,locOpt,catOpt,modelOpt,encDim,denom
511,0,cyclic,2dpos,5FTE,XG,16,5000
512,0,cyclic,2dpos,5FTE,XG,16,10000
513,0,cyclic,2dpos,5FTE,XG,24,2500
514,0,cyclic,2dpos,5FTE,XG,24,5000
515,0,cyclic,2dpos,5FTE,XG,24,10000
516,0,cyclic,2dpos,WTE,XG,8,2500
517,0,cyclic,2dpos,WTE,XG,8,5000
518,0,cyclic,2dpos,WTE,XG,8,10000
519,0,cyclic,2dpos,WTE,XG,16,2500
520,0,cyclic,2dpos,WTE,XG,16,5000
521,0,cyclic,2dpos,WTE,XG,16,10000
522,0,cyclic,2dpos,WTE,XG,24,2500
523,0,cyclic,2dpos,WTE,XG,24,5000
524,0,cyclic,2dpos,WTE,XG,24,10000
525,0,cyclic,2dpos,onehot,XG,8,2500
526,0,cyclic,2dpos,onehot,XG,8,5000
527,0,cyclic,2dpos,onehot,XG,8,10000
528,0,cyclic,2dpos,onehot,XG,16,2500
529,0,cyclic,2dpos,onehot,XG,16,5000
530,0,cyclic,2dpos,onehot,XG,16,10000
531,0,cyclic,2dpos,onehot,XG,24,2500
532,0,cyclic,2dpos,onehot,XG,24,5000
533,0,cyclic,2dpos,onehot,XG,24,10000
534,0,cyclic,elliptic,5FTE,XG,,
535,0,cyclic,elliptic,WTE,XG,,
536,0,cyclic,elliptic,onehot,XG,,
537,0,cyclic,polar,5FTE,XG,,
538,0,cyclic,polar,WTE,XG,,
539,0,cyclic,polar,onehot,XG,,
540,0,cyclic,raw,5FTE,XG,,
541,0,cyclic,raw,WTE,XG,,
542,0,cyclic,raw,onehot,XG,,
543,0,cyclic,zone,5FTE,XG,,
544,0,cyclic,zone,WTE,XG,,
545,0,cyclic,zone,onehot,XG,,
546,0,raw,2dpos,5FTE,XG,8,2500
547,0,raw,2dpos,5FTE,XG,8,5000
548,0,raw,2dpos,5FTE,XG,8,10000
549,0,raw,2dpos,5FTE,XG,16,2500
550,0,raw,2dpos,5FTE,XG,16,5000
551,0,raw,2dpos,5FTE,XG,16,10000
552,0,raw,2dpos,5FTE,XG,24,2500
553,0,raw,2dpos,5FTE,XG,24,5000
554,0,raw,2dpos,5FTE,XG,24,10000
555,0,raw,2dpos,WTE,XG,8,2500
556,0,raw,2dpos,WTE,XG,8,5000
557,0,raw,2dpos,WTE,XG,8,10000
558,0,raw,2dpos,WTE,XG,16,2500
559,0,raw,2dpos,WTE,XG,16,5000
560,0,raw,2dpos,WTE,XG,16,10000
561,0,raw,2dpos,WTE,XG,24,2500
562,0,raw,2dpos,WTE,XG,24,5000
563,0,raw,2dpos,WTE,XG,24,10000
564,0,raw,2dpos,onehot,XG,8,2500
565,0,raw,2dpos,onehot,XG,8,5000
566,0,raw,2dpos,onehot,XG,8,10000
567,0,raw,2dpos,onehot,XG,16,2500
568,0,raw,2dpos,onehot,XG,16,5000
569,0,raw,2dpos,onehot,XG,16,10000
570,0,raw,2dpos,onehot,XG,24,2500
571,0,raw,2dpos,onehot,XG,24,5000
572,0,raw,2dpos,onehot,XG,24,10000
573,0,raw,elliptic,5FTE,XG,,
574,0,raw,elliptic,WTE,XG,,
575,0,raw,elliptic,onehot,XG,,
576,0,raw,polar,5FTE,XG,,
577,0,raw,polar,WTE,XG,,
578,0,raw,polar,onehot,XG,,
579,0,raw,raw,5FTE,XG,,
580,0,raw,raw,WTE,XG,,
581,0,raw,raw,onehot,XG,,
582,0,raw,zone,5FTE,XG,,
583,0,raw,zone,WTE,XG,,
584,0,raw,zone,onehot,XG,,
585,1,1dpos,2dpos,5FTE,XG,8,2500
586,1,1dpos,2dpos,5FTE,XG,8,5000
587,1,1dpos,2dpos,5FTE,XG,8,10000
588,1,1dpos,2dpos,5FTE,XG,16,2500
589,1,1dpos,2dpos,5FTE,XG,16,5000
590,1,1dpos,2dpos,5FTE,XG,16,10000
591,1,1dpos,2dpos,5FTE,XG,24,2500
592,1,1dpos,2dpos,5FTE,XG,24,5000
593,1,1dpos,2dpos,5FTE,XG,24,10000
594,1,1dpos,2dpos,WTE,XG,8,2500
595,1,1dpos,2dpos,WTE,XG,8,5000
596,1,1dpos,2dpos,WTE,XG,8,10000
597,1,1dpos,2dpos,WTE,XG,16,2500
598,1,1dpos,2dpos,WTE,XG,16,5000
599,1,1dpos,2dpos,WTE,XG,16,10000
600,1,1dpos,2dpos,WTE,XG,24,2500
601,1,1dpos,2dpos,WTE,XG,24,5000
602,1,1dpos,2dpos,WTE,XG,24,10000
603,1,1dpos,2dpos,onehot,XG,8,2500
604,1,1dpos,2dpos,onehot,XG,8,5000
605,1,1dpos,2dpos,onehot,XG,8,10000
606,1,1dpos,2dpos,onehot,XG,16,2500
607,1,1dpos,2dpos,onehot,XG,16,5000
608,1,1dpos,2dpos,onehot,XG,16,10000
609,1,1dpos,2dpos,onehot,XG,24,2500
610,1,1dpos,2dpos,onehot,XG,24,5000
611,1,1dpos,2dpos,onehot,XG,24,10000
612,1,1dpos,elliptic,5FTE,XG,,
613,1,1dpos,elliptic,WTE,XG,,
614,1,1dpos,elliptic,onehot,XG,,
615,1,1dpos,polar,5FTE,XG,,
616,1,1dpos,polar,WTE,XG,,
617,1,1dpos,polar,onehot,XG,,
618,1,1dpos,raw,5FTE,XG,,
619,1,1dpos,raw,WTE,XG,,
620,1,1dpos,raw,onehot,XG,,
621,1,1dpos,zone,5FTE,XG,,
622,1,1dpos,zone,WTE,XG,,
623,1,1dpos,zone,onehot,XG,,
624,1,cyclic,2dpos,5FTE,XG,8,2500
625,1,cyclic,2dpos,5FTE,XG,8,5000
626,1,cyclic,2dpos,5FTE,XG,8,10000
627,1,cyclic,2dpos,5FTE,XG,16,2500
628,1,cyclic,2dpos,5FTE,XG,16,5000
629,1,cyclic,2dpos,5FTE,XG,16,10000
630,1,cyclic,2dpos,5FTE,XG,24,2500
631,1,cyclic,2dpos,5FTE,XG,24,5000
632,1,cyclic,2dpos,5FTE,XG,24,10000
633,1,cyclic,2dpos,WTE,XG,8,2500
634,1,cyclic,2dpos,WTE,XG,8,5000
635,1,cyclic,2dpos,WTE,XG,8,10000
636,1,cyclic,2dpos,WTE,XG,16,2500
637,1,cyclic,2dpos,WTE,XG,16,5000
638,1,cyclic,2dpos,WTE,XG,16,10000
639,1,cyclic,2dpos,WTE,XG,24,2500
640,1,cyclic,2dpos,WTE,XG,24,5000
641,1,cyclic,2dpos,WTE,XG,24,10000
642,1,cyclic,2dpos,onehot,XG,8,2500
643,1,cyclic,2dpos,onehot,XG,8,5000
644,1,cyclic,2dpos,onehot,XG,8,10000
645,1,cyclic,2dpos,onehot,XG,16,2500
646,1,cyclic,2dpos,onehot,XG,16,5000
647,1,cyclic,2dpos,onehot,XG,16,10000
648,1,cyclic,2dpos,onehot,XG,24,2500
649,1,cyclic,2dpos,onehot,XG,24,5000
650,1,cyclic,2dpos,onehot,XG,24,10000
651,1,cyclic,elliptic,5FTE,XG,,
652,1,cyclic,elliptic,WTE,XG,,
653,1,cyclic,elliptic,onehot,XG,,
654,1,cyclic,polar,5FTE,XG,,
655,1,cyclic,polar,WTE,XG,,
656,1,cyclic,polar,onehot,XG,,
657,1,cyclic,raw,5FTE,XG,,
658,1,cyclic,raw,WTE,XG,,
659,1,cyclic,raw,onehot,XG,,
660,1,cyclic,zone,5FTE,XG,,
661,1,cyclic,zone,WTE,XG,,
662,1,cyclic,zone,onehot,XG,,
663,1,raw,2dpos,5FTE,XG,8,2500
664,1,raw,2dpos,5FTE,XG,8,5000
665,1,raw,2dpos,5FTE,XG,8,10000
666,1,raw,2dpos,5FTE,XG,16,2500
667,1,raw,2dpos,5FTE,XG,16,5000
668,1,raw,2dpos,5FTE,XG,16,10000
669,1,raw,2dpos,5FTE,XG,24,2500
670,1,raw,2dpos,5FTE,XG,24,5000
671,1,raw,2dpos,5FTE,XG,24,10000
672,1,raw,2dpos,WTE,XG,8,2500
673,1,raw,2dpos,WTE,XG,8,5000
674,1,raw,2dpos,WTE,XG,8,10000
675,1,raw,2dpos,WTE,XG,16,2500
676,1,raw,2dpos,WTE,XG,16,5000
677,1,raw,2dpos,WTE,XG,16,10000
678,1,raw,2dpos,WTE,XG,24,2500
679,1,raw,2dpos,WTE,XG,24,5000
680,1,raw,2dpos,WTE,XG,24,10000
681,1,raw,2dpos,onehot,XG,8,2500
682,1,raw,2dpos,onehot,XG,8,5000
683,1,raw,2dpos,onehot,XG,8,10000
684,1,raw,2dpos,onehot,XG,16,2500
685,1,raw,2dpos,onehot,XG,16,5000
686,1,raw,2dpos,onehot,XG,16,10000
687,1,raw,2dpos,onehot,XG,24,2500
688,1,raw,2dpos,onehot,XG,24,5000
689,1,raw,2dpos,onehot,XG,24,10000
690,1,raw,elliptic,5FTE,XG,,
691,1,raw,elliptic,WTE,XG,,
692,1,raw,elliptic,onehot,XG,,
693,1,raw,polar,5FTE,XG,,
694,1,raw,polar,WTE,XG,,
695,1,raw,polar,onehot,XG,,
696,1,raw,raw,5FTE,XG,,
697,1,raw,raw,WTE,XG,,
698,1,raw,raw,onehot,XG,,
699,1,raw,zone,5FTE,XG,,
700,1,raw,zone,WTE,XG,,
701,1,raw,zone,onehot,XG,,
702,0,1dpos,2dpos,catboost,CB,8,2500
703,0,1dpos,2dpos,catboost,CB,8,5000
704,0,1dpos,2dpos,catboost,CB,8,10000
705,0,1dpos,2dpos,catboost,CB,16,2500
706,0,1dpos,2dpos,catboost,CB,16,5000
707,0,1dpos,2dpos,catboost,CB,16,10000
708,0,1dpos,2dpos,catboost,CB,24,2500
709,0,1dpos,2dpos,catboost,CB,24,5000
710,0,1dpos,2dpos,catboost,CB,24,10000
711,0,1dpos,elliptic,catboost,CB,,
712,0,1dpos,polar,catboost,CB,,
713,0,1dpos,raw,catboost,CB,,
714,0,1dpos,zone,catboost,CB,,
715,0,cyclic,2dpos,catboost,CB,8,2500
716,0,cyclic,2dpos,catboost,CB,8,5000
717,0,cyclic,2dpos,catboost,CB,8,10000
718,0,cyclic,2dpos,catboost,CB,16,2500
719,0,cyclic,2dpos,catboost,CB,16,5000
720,0,cyclic,2dpos,catboost,CB,16,10000
721,0,cyclic,2dpos,catboost,CB,24,2500
722,0,cyclic,2dpos,catboost,CB,24,5000
723,0,cyclic,2dpos,catboost,CB,24,10000
724,0,cyclic,elliptic,catboost,CB,,
725,0,cyclic,polar,catboost,CB,,
726,0,cyclic,raw,catboost,CB,,
727,0,cyclic,zone,catboost,CB,,
728,0,raw,2dpos,catboost,CB,8,2500
729,0,raw,2dpos,catboost,CB,8,5000
730,0,raw,2dpos,catboost,CB,8,10000
731,0,raw,2dpos,catboost,CB,16,2500
732,0,raw,2dpos,catboost,CB,16,5000
733,0,raw,2dpos,catboost,CB,16,10000
734,0,raw,2dpos,catboost,CB,24,2500
735,0,raw,2dpos,catboost,CB,24,5000
736,0,raw,2dpos,catboost,CB,24,10000
737,0,raw,elliptic,catboost,CB,,
738,0,raw,polar,catboost,CB,,
739,0,raw,raw,catboost,CB,,
740,0,raw,zone,catboost,CB,,
741,1,1dpos,2dpos,catboost,CB,8,2500
742,1,1dpos,2dpos,catboost,CB,8,5000
743,1,1dpos,2dpos,catboost,CB,8,10000
744,1,1dpos,2dpos,catboost,CB,16,2500
745,1,1dpos,2dpos,catboost,CB,16,5000
746,1,1dpos,2dpos,catboost,CB,16,10000
747,1,1dpos,2dpos,catboost,CB,24,2500
748,1,1dpos,2dpos,catboost,CB,24,5000
749,1,1dpos,2dpos,catboost,CB,24,10000
750,1,1dpos,elliptic,catboost,CB,,
751,1,1dpos,polar,catboost,CB,,
752,1,1dpos,raw,catboost,CB,,
753,1,1dpos,zone,catboost,CB,,
754,1,cyclic,2dpos,catboost,CB,8,2500
755,1,cyclic,2dpos,catboost,CB,8,5000
756,1,cyclic,2dpos,catboost,CB,8,10000
757,1,cyclic,2dpos,catboost,CB,16,2500
758,1,cyclic,2dpos,catboost,CB,16,5000
759,1,cyclic,2dpos,catboost,CB,16,10000
760,1,cyclic,2dpos,catboost,CB,24,2500
761,1,cyclic,2dpos,catboost,CB,24,5000
762,1,cyclic,2dpos,catboost,CB,24,10000
763,1,cyclic,elliptic,catboost,CB,,
764,1,cyclic,polar,catboost,CB,,
765,1,cyclic,raw,catboost,CB,,
766,1,cyclic,zone,catboost,CB,,
767,1,raw,2dpos,catboost,CB,8,2500
768,1,raw,2dpos,catboost,CB,8,5000
769,1,raw,2dpos,catboost,CB,8,10000
770,1,raw,2dpos,catboost,CB,16,2500
771,1,raw,2dpos,catboost,CB,16,5000
772,1,raw,2dpos,catboost,CB,16,10000
773,1,raw,2dpos,catboost,CB,24,2500
774,1,raw,2dpos,catboost,CB,24,5000
775,1,raw,2dpos,catboost,CB,24,10000
776,1,raw,elliptic,catboost,CB,,
777,1,raw,polar,catboost,CB,,
778,1,raw,raw,catboost,CB,,
779,1,raw,zone,catboost,CB,,
780,0,1dpos,2dpos,5FTE,NN,8,2500
781,0,1dpos,2dpos,5FTE,NN,8,5000
782,0,1dpos,2dpos,5FTE,NN,8,10000
783,0,1dpos,2dpos,5FTE,NN,16,2500
784,0,1dpos,2dpos,5FTE,NN,16,5000
785,0,1dpos,2dpos,5FTE,NN,16,10000
786,0,1dpos,2dpos,5FTE,NN,24,2500
787,0,1dpos,2dpos,5FTE,NN,24,5000
788,0,1dpos,2dpos,5FTE,NN,24,10000
789,0,1dpos,2dpos,WTE,NN,8,2500
790,0,1dpos,2dpos,WTE,NN,8,5000
791,0,1dpos,2dpos,WTE,NN,8,10000
792,0,1dpos,2dpos,WTE,NN,16,2500
793,0,1dpos,2dpos,WTE,NN,16,5000
794,0,1dpos,2dpos,WTE,NN,16,10000
795,0,1dpos,2dpos,WTE,NN,24,2500
796,0,1dpos,2dpos,WTE,NN,24,5000
797,0,1dpos,2dpos,WTE,NN,24,10000
798,0,1dpos,2dpos,onehot,NN,8,2500
799,0,1dpos,2dpos,onehot,NN,8,5000
800,0,1dpos,2dpos,onehot,NN,8,10000
801,0,1dpos,2dpos,onehot,NN,16,2500
802,0,1dpos,2dpos,onehot,NN,16,5000
803,0,1dpos,2dpos,onehot,NN,16,10000
804,0,1dpos,2dpos,onehot,NN,24,2500
805,0,1dpos,2dpos,onehot,NN,24,5000
806,0,1dpos,2dpos,onehot,NN,24,10000
807,0,1dpos,elliptic,5FTE,NN,,
808,0,1dpos,elliptic,WTE,NN,,
809,0,1dpos,elliptic,onehot,NN,,
810,0,1dpos,polar,5FTE,NN,,
811,0,1dpos,polar,WTE,NN,,
812,0,1dpos,polar,onehot,NN,,
813,0,1dpos,raw,5FTE,NN,,
814,0,1dpos,raw,WTE,NN,,
815,0,1dpos,raw,onehot,NN,,
816,0,1dpos,zone,5FTE,NN,,
817,0,1dpos,zone,WTE,NN,,
818,0,1dpos,zone,onehot,NN,,
819,0,cyclic,2dpos,5FTE,NN,8,2500
820,0,cyclic,2dpos,5FTE,NN,8,5000
821,0,cyclic,2dpos,5FTE,NN,8,10000
822,0,cyclic,2dpos,5FTE,NN,16,2500
823,0,cyclic,2dpos,5FTE,NN,16,5000
824,0,cyclic,2dpos,5FTE,NN,16,10000
825,0,cyclic,2dpos,5FTE,NN,24,2500
826,0,cyclic,2dpos,5FTE,NN,24,5000
827,0,cyclic,2dpos,5FTE,NN,24,10000
828,0,cyclic,2dpos,WTE,NN,8,2500
829,0,cyclic,2dpos,WTE,NN,8,5000
830,0,cyclic,2dpos,WTE,NN,8,10000
831,0,cyclic,2dpos,WTE,NN,16,2500
832,0,cyclic,2dpos,WTE,NN,16,5000
833,0,cyclic,2dpos,WTE,NN,16,10000
834,0,cyclic,2dpos,WTE,NN,24,2500
835,0,cyclic,2dpos,WTE,NN,24,5000
836,0,cyclic,2dpos,WTE,NN,24,10000
837,0,cyclic,2dpos,onehot,NN,8,2500
838,0,cyclic,2dpos,onehot,NN,8,5000
839,0,cyclic,2dpos,onehot,NN,8,10000
840,0,cyclic,2dpos,onehot,NN,16,2500
841,0,cyclic,2dpos,onehot,NN,16,5000
842,0,cyclic,2dpos,onehot,NN,16,10000
843,0,cyclic,2dpos,onehot,NN,24,2500
844,0,cyclic,2dpos,onehot,NN,24,5000
845,0,cyclic,2dpos,onehot,NN,24,10000
846,0,cyclic,elliptic,5FTE,NN,,
847,0,cyclic,elliptic,WTE,NN,,
848,0,cyclic,elliptic,onehot,NN,,
849,0,cyclic,polar,5FTE,NN,,
850,0,cyclic,polar,WTE,NN,,
851,0,cyclic,polar,onehot,NN,,
852,0,cyclic,raw,5FTE,NN,,
853,0,cyclic,raw,WTE,NN,,
854,0,cyclic,raw,onehot,NN,,
855,0,cyclic,zone,5FTE,NN,,
856,0,cyclic,zone,WTE,NN,,
857,0,cyclic,zone,onehot,NN,,
858,0,raw,2dpos,5FTE,NN,8,2500
859,0,raw,2dpos,5FTE,NN,8,5000
860,0,raw,2dpos,5FTE,NN,8,10000
861,0,raw,2dpos,5FTE,NN,16,2500
862,0,raw,2dpos,5FTE,NN,16,5000
863,0,raw,2dpos,5FTE,NN,16,10000
864,0,raw,2dpos,5FTE,NN,24,2500
865,0,raw,2dpos,5FTE,NN,24,5000
866,0,raw,2dpos,5FTE,NN,24,10000
867,0,raw,2dpos,WTE,NN,8,2500
868,0,raw,2dpos,WTE,NN,8,5000
869,0,raw,2dpos,WTE,NN,8,10000
870,0,raw,2dpos,WTE,NN,16,2500
871,0,raw,2dpos,WTE,NN,16,5000
872,0,raw,2dpos,WTE,NN,16,10000
873,0,raw,2dpos,WTE,NN,24,2500
874,0,raw,2dpos,WTE,NN,24,5000
875,0,raw,2dpos,WTE,NN,24,10000
876,0,raw,2dpos,onehot,NN,8,2500
877,0,raw,2dpos,onehot,NN,8,5000
878,0,raw,2dpos,onehot,NN,8,10000
879,0,raw,2dpos,onehot,NN,16,2500
880,0,raw,2dpos,onehot,NN,16,5000
881,0,raw,2dpos,onehot,NN,16,10000
882,0,raw,2dpos,onehot,NN,24,2500
883,0,raw,2dpos,onehot,NN,24,5000
884,0,raw,2dpos,onehot,NN,24,10000
885,0,raw,elliptic,5FTE,NN,,
886,0,raw,elliptic,WTE,NN,,
887,0,raw,elliptic,onehot,NN,,
888,0,raw,polar,5FTE,NN,,
889,0,raw,polar,WTE,NN,,
890,0,raw,polar,onehot,NN,,
891,0,raw,raw,5FTE,NN,,
892,0,raw,raw,WTE,NN,,
893,0,raw,raw,onehot,NN,,
894,0,raw,zone,5FTE,NN,,
895,0,raw,zone,WTE,NN,,
896,0,raw,zone,onehot,NN,,
897,1,1dpos,2dpos,5FTE,NN,8,2500
898,1,1dpos,2dpos,5FTE,NN,8,5000
899,1,1dpos,2dpos,5FTE,NN,8,10000
900,1,1dpos,2dpos,5FTE,NN,16,2500
901,1,1dpos,2dpos,5FTE,NN,16,5000
902,1,1dpos,2dpos,5FTE,NN,16,10000
903,1,1dpos,2dpos,5FTE,NN,24,2500
904,1,1dpos,2dpos,5FTE,NN,24,5000
905,1,1dpos,2dpos,5FTE,NN,24,10000
906,1,1dpos,2dpos,WTE,NN,8,2500
907,1,1dpos,2dpos,WTE,NN,8,5000
908,1,1dpos,2dpos,WTE,NN,8,10000
909,1,1dpos,2dpos,WTE,NN,16,2500
910,1,1dpos,2dpos,WTE,NN,16,5000
911,1,1dpos,2dpos,WTE,NN,16,10000
912,1,1dpos,2dpos,WTE,NN,24,2500
913,1,1dpos,2dpos,WTE,NN,24,5000
914,1,1dpos,2dpos,WTE,NN,24,10000
915,1,1dpos,2dpos,onehot,NN,8,2500
916,1,1dpos,2dpos,onehot,NN,8,5000
917,1,1dpos,2dpos,onehot,NN,8,10000
918,1,1dpos,2dpos,onehot,NN,16,2500
919,1,1dpos,2dpos,onehot,NN,16,5000
920,1,1dpos,2dpos,onehot,NN,16,10000
921,1,1dpos,2dpos,onehot,NN,24,2500
922,1,1dpos,2dpos,onehot,NN,24,5000
923,1,1dpos,2dpos,onehot,NN,24,10000
924,1,1dpos,elliptic,5FTE,NN,,
925,1,1dpos,elliptic,WTE,NN,,
926,1,1dpos,elliptic,onehot,NN,,
927,1,1dpos,polar,5FTE,NN,,
928,1,1dpos,polar,WTE,NN,,
929,1,1dpos,polar,onehot,NN,,
930,1,1dpos,raw,5FTE,NN,,
931,1,1dpos,raw,WTE,NN,,
932,1,1dpos,raw,onehot,NN,,
933,1,1dpos,zone,5FTE,NN,,
934,1,1dpos,zone,WTE,NN,,
935,1,1dpos,zone,onehot,NN,,
936,1,cyclic,2dpos,5FTE,NN,8,2500
937,1,cyclic,2dpos,5FTE,NN,8,5000
938,1,cyclic,2dpos,5FTE,NN,8,10000
939,1,cyclic,2dpos,5FTE,NN,16,2500
940,1,cyclic,2dpos,5FTE,NN,16,5000
941,1,cyclic,2dpos,5FTE,NN,16,10000
942,1,cyclic,2dpos,5FTE,NN,24,2500
943,1,cyclic,2dpos,5FTE,NN,24,5000
944,1,cyclic,2dpos,5FTE,NN,24,10000
945,1,cyclic,2dpos,WTE,NN,8,2500
946,1,cyclic,2dpos,WTE,NN,8,5000
947,1,cyclic,2dpos,WTE,NN,8,10000
948,1,cyclic,2dpos,WTE,NN,16,2500
949,1,cyclic,2dpos,WTE,NN,16,5000
950,1,cyclic,2dpos,WTE,NN,16,10000
951,1,cyclic,2dpos,WTE,NN,24,2500
952,1,cyclic,2dpos,WTE,NN,24,5000
953,1,cyclic,2dpos,WTE,NN,24,10000
954,1,cyclic,2dpos,onehot,NN,8,2500
955,1,cyclic,2dpos,onehot,NN,8,5000
956,1,cyclic,2dpos,onehot,NN,8,10000
957,1,cyclic,2dpos,onehot,NN,16,2500
958,1,cyclic,2dpos,onehot,NN,16,5000
959,1,cyclic,2dpos,onehot,NN,16,10000
960,1,cyclic,2dpos,onehot,NN,24,2500
961,1,cyclic,2dpos,onehot,NN,24,5000
962,1,cyclic,2dpos,onehot,NN,24,10000
963,1,cyclic,elliptic,5FTE,NN,,
964,1,cyclic,elliptic,WTE,NN,,
965,1,cyclic,elliptic,onehot,NN,,
966,1,cyclic,polar,5FTE,NN,,
967,1,cyclic,polar,WTE,NN,,
968,1,cyclic,polar,onehot,NN,,
969,1,cyclic,raw,5FTE,NN,,
970,1,cyclic,raw,WTE,NN,,
971,1,cyclic,raw,onehot,NN,,
972,1,cyclic,zone,5FTE,NN,,
973,1,cyclic,zone,WTE,NN,,
974,1,cyclic,zone,onehot,NN,,
975,1,raw,2dpos,5FTE,NN,8,2500
976,1,raw,2dpos,5FTE,NN,8,5000
977,1,raw,2dpos,5FTE,NN,8,10000
978,1,raw,2dpos,5FTE,NN,16,2500
979,1,raw,2dpos,5FTE,NN,16,5000
980,1,raw,2dpos,5FTE,NN,16,10000
981,1,raw,2dpos,5FTE,NN,24,2500
982,1,raw,2dpos,5FTE,NN,24,5000
983,1,raw,2dpos,5FTE,NN,24,10000
984,1,raw,2dpos,WTE,NN,8,2500
985,1,raw,2dpos,WTE,NN,8,5000
986,1,raw,2dpos,WTE,NN,8,10000
987,1,raw,2dpos,WTE,NN,16,2500
988,1,raw,2dpos,WTE,NN,16,5000
989,1,raw,2dpos,WTE,NN,16,10000
990,1,raw,2dpos,WTE,NN,24,2500
991,1,raw,2dpos,WTE,NN,24,5000
992,1,raw,2dpos,WTE,NN,24,10000
993,1,raw,2dpos,onehot,NN,8,2500
994,1,raw,2dpos,onehot,NN,8,5000
995,1,raw,2dpos,onehot,NN,8,10000
996,1,raw,2dpos,onehot,NN,16,2500
997,1,raw,2dpos,onehot,NN,16,5000
998,1,raw,2dpos,onehot,NN,16,10000
999,1,raw,2dpos,onehot,NN,24,2500
1000,1,raw,2dpos,onehot,NN,24,5000
1001,1,raw,2dpos,onehot,NN,24,10000
1002,1,raw,elliptic,5FTE,NN,,
1003,1,raw,elliptic,WTE,NN,,
1004,1,raw,elliptic,onehot,NN,,
1005,1,raw,polar,5FTE,NN,,
1006,1,raw,polar,WTE,NN,,
1007,1,raw,polar,onehot,NN,,
1008,1,raw,raw,5FTE,NN,,
1009,1,raw,raw,WTE,NN,,
1010,1,raw,raw,onehot,NN,,
1011,1,raw,zone,5FTE,NN,,
1012,1,raw,zone,WTE,NN,,
1013,1,raw,zone,onehot,NN,,
