Index,globalInd,opt,timeOpt,locOpt,catOpt,modelOpt,encDim,denom,max_depth,learning_rate,n_estimators,reg_lambda,gamma,colsample_bytree,objmean,objsd,meantop5,sdtop5,meanbottom5,sdbottom5,meantime,long5time,bestobj,wf1top5,acctop5
155,623,1,1dpos,zone,onehot,XG,,,10,0.03403542,450,0.005232436,0.033487063,0.679643158,0.62912038,0.008609743,0.638584701,0.001345011,0.6077881,0.006457408,7.62,17.4,0.640640443,0.655241997,0.58082625
156,624,1,cyclic,2dpos,5FTE,XG,8,2500,6,0.098478393,400,0.028910431,0.105264711,0.657865631,0.633627199,0.011742838,0.644514726,0.001345011,0.604585887,0.00457548,8.64,36.4,0.646768136,0.660373662,0.586716742
157,625,1,cyclic,2dpos,5FTE,XG,8,5000,9,0.056527354,350,0.000118365,0.065990046,0.908596334,0.6352797,0.010872384,0.644514726,0.000954143,0.60925084,0.009379735,12.72,27.4,0.645977466,0.656537639,0.585214469
158,626,1,cyclic,2dpos,5FTE,XG,8,10000,10,0.023256337,500,0.002272141,0.455552588,0.601518575,0.635153192,0.010934687,0.643447322,0.000566034,0.60687883,0.010079493,13.64,32.4,0.644198458,0.656722122,0.585570271
159,627,1,cyclic,2dpos,5FTE,XG,16,2500,8,0.066941339,450,0.11919422,0.091721702,0.628792263,0.637505436,0.011658931,0.648784345,0.001229676,0.609764776,0.009735401,17.48,33.6,0.650721486,0.656034807,0.589642222
160,628,1,cyclic,2dpos,5FTE,XG,16,5000,8,0.027599511,450,0.032114194,0.403051147,0.640356465,0.637975885,0.011040619,0.647796007,0.000353598,0.610950781,0.007515786,20.36,41.6,0.648151809,0.657224973,0.58916782
161,629,1,cyclic,2dpos,5FTE,XG,16,10000,8,0.051443192,500,0.455982126,0.019971295,0.750407112,0.638292153,0.009689013,0.646610002,0.000783222,0.614904131,0.010440326,21.92,43.2,0.647954141,0.655629918,0.587665547
162,630,1,cyclic,2dpos,5FTE,XG,24,2500,7,0.063365724,400,1.621952904,0.035162895,0.820304792,0.637220795,0.009774197,0.646965804,0.001411628,0.614469263,0.012242308,20.32,62.4,0.648744811,0.661531861,0.586360941
163,631,1,cyclic,2dpos,5FTE,XG,24,5000,9,0.030650618,350,0.081004254,0.046355526,0.838358571,0.638833762,0.00822387,0.646807669,0.001181053,0.619490018,0.009136645,33.54,65.8,0.648744811,0.66211589,0.586558608
164,632,1,cyclic,2dpos,5FTE,XG,24,10000,8,0.032092701,500,0.521758699,0.282258952,0.971860562,0.636592212,0.012468907,0.64692627,0.001276449,0.606009093,0.006271701,29.82,64.4,0.648349476,0.662421884,0.586202807
165,633,1,cyclic,2dpos,WTE,XG,8,2500,9,0.05545275,350,1.843598726,0.02512119,0.716072847,0.637983791,0.011348965,0.647282072,0.000747486,0.609013639,0.012300734,15.8,31,0.648547144,0.658461288,0.586519075
166,634,1,cyclic,2dpos,WTE,XG,8,5000,9,0.064349317,350,0.858235451,0.086990842,0.67640902,0.637098241,0.009218888,0.645186796,0.001562699,0.614508796,0.005221192,14.14,28.6,0.647954141,0.656974826,0.585886539
167,635,1,cyclic,2dpos,WTE,XG,8,10000,7,0.074941103,450,0.042030799,0.128896423,0.827636761,0.635556434,0.012316139,0.645582131,0.001288635,0.605139356,0.014310501,8.94,16.8,0.647163471,0.659228565,0.586163273
168,636,1,cyclic,2dpos,WTE,XG,16,2500,5,0.095867388,500,0.04075315,0.202005048,0.979084728,0.635406207,0.011700797,0.647914608,0.001943786,0.607985768,0.006171217,13.12,34.2,0.651314489,0.656827595,0.588970152
169,637,1,cyclic,2dpos,WTE,XG,16,5000,7,0.054799223,500,0.489679143,0.022022489,0.786968143,0.638023325,0.012101818,0.648112275,0.001058952,0.607867167,0.010188414,19.44,40.8,0.649930816,0.656925932,0.588970152
170,638,1,cyclic,2dpos,WTE,XG,16,10000,8,0.05602556,300,0.00111883,0.234472276,0.669953803,0.637667523,0.010008523,0.645858865,0.000496142,0.611543783,0.00481433,20.32,43.6,0.646570468,0.655507904,0.586005139
171,639,1,cyclic,2dpos,WTE,XG,24,2500,7,0.057435336,450,0.000376469,0.064675591,0.841454224,0.638687488,0.011321211,0.648191342,0.001565197,0.61071358,0.012128477,29.18,59.4,0.650919154,0.661193835,0.586400474
172,640,1,cyclic,2dpos,WTE,XG,24,5000,7,0.073175076,500,0.00091081,0.025719933,0.959354829,0.637892864,0.012944335,0.647242538,0.000433068,0.603399881,0.012857205,22.7,47.6,0.647954141,0.659575727,0.586321407
173,641,1,cyclic,2dpos,WTE,XG,24,10000,10,0.034162173,500,0.077017511,0.019867139,0.907704297,0.636453845,0.008849489,0.644870528,0.000385325,0.616445938,0.002772987,35.62,85.2,0.645384463,0.662796602,0.585767938
174,642,1,cyclic,2dpos,onehot,XG,8,2500,8,0.060888113,300,0.010114805,0.066942091,0.689411641,0.634058114,0.015238712,0.645661198,0.001509279,0.594386242,0.009829861,10.74,24.6,0.647756474,0.660014536,0.586321407
175,643,1,cyclic,2dpos,onehot,XG,8,5000,7,0.082421897,500,0.457178779,0.010850175,0.876176216,0.636833366,0.00990037,0.645226329,0.001121665,0.613401858,0.00994191,8.3,18.6,0.647163471,0.660016416,0.58837715
176,644,1,cyclic,2dpos,onehot,XG,8,10000,8,0.079027915,400,0.002704375,0.016635358,0.797851572,0.636983594,0.010646688,0.646412334,0.001441754,0.610594979,0.005424164,12.86,28.2,0.648547144,0.655133438,0.585767938
177,645,1,cyclic,2dpos,onehot,XG,16,2500,7,0.062561567,350,0.001834486,0.020990118,0.993979595,0.638098438,0.008883602,0.647558806,0.001064472,0.616999407,0.008103886,15.28,25.8,0.649140146,0.654823193,0.588416683
178,646,1,cyclic,2dpos,onehot,XG,16,5000,8,0.060524479,450,0.00079936,0.028968667,0.647986688,0.638750741,0.013225025,0.649021546,0.001585042,0.605495157,0.013434413,20.38,45,0.650919154,0.656577581,0.58770508
179,647,1,cyclic,2dpos,onehot,XG,16,10000,8,0.054106862,400,0.000217379,0.021819109,0.76826704,0.636659419,0.012380905,0.645819332,0.000731637,0.604071951,0.01108261,22.2,48,0.646965804,0.656003559,0.585372603
180,648,1,cyclic,2dpos,onehot,XG,24,2500,9,0.020912817,450,0.000335351,0.016577207,0.899942646,0.638529354,0.009987187,0.647361139,0.001036577,0.612492587,0.007483485,41.94,89.6,0.649140146,0.662886125,0.586163273
181,649,1,cyclic,2dpos,onehot,XG,24,5000,9,0.038768581,350,0.92870613,0.729312129,0.936892783,0.637797984,0.008505555,0.646412334,0.001461938,0.619450484,0.010827057,29.08,67.4,0.648744811,0.663135136,0.586519075
182,650,1,cyclic,2dpos,onehot,XG,24,10000,9,0.024850757,500,0.003120965,0.458691081,0.914634443,0.637157541,0.009919205,0.646451868,0.001231264,0.613362325,0.009358467,35.88,84,0.648547144,0.662312746,0.586558608
183,651,1,cyclic,elliptic,5FTE,XG,,,10,0.028492099,450,0.000137073,0.09498861,0.80098427,0.637426369,0.010089133,0.646372801,0.00108267,0.612611188,0.012266859,7.48,13.8,0.647163471,0.658014015,0.586084206
184,652,1,cyclic,elliptic,WTE,XG,,,7,0.050978823,500,0.022799864,0.133548903,0.725911824,0.638387033,0.01072636,0.64771694,0.000931348,0.612334453,0.014365548,5.62,11.4,0.649140146,0.65708568,0.586400474
185,653,1,cyclic,elliptic,onehot,XG,,,8,0.028797239,500,0.007137221,0.037081562,0.72029348,0.637050801,0.011333088,0.646451868,0.001408858,0.608222969,0.01279277,6.96,16.6,0.648744811,0.658571625,0.586321407
186,654,1,cyclic,polar,5FTE,XG,,,6,0.087267956,450,0.026901116,0.055369214,0.975577972,0.632662582,0.012304332,0.642498517,0.001123406,0.602174343,0.013897728,4.84,10.6,0.644396126,0.655230802,0.581537853
187,655,1,cyclic,polar,WTE,XG,,,8,0.072002561,350,0.013305543,0.012866429,0.809865008,0.633785333,0.010617528,0.64309152,0.001023299,0.608222969,0.015648228,5.28,11,0.644396126,0.655750748,0.58161692
188,656,1,cyclic,polar,onehot,XG,,,8,0.074448371,400,0.888390772,0.018352258,0.711915912,0.631887725,0.012983872,0.643803123,0.001418531,0.600513936,0.012127994,4.14,7.6,0.645582131,0.654817763,0.581656454
189,657,1,cyclic,raw,5FTE,XG,,,7,0.086500035,350,1.996039849,0.077709386,0.600337482,0.629847796,0.013739046,0.641786914,0.0009208,0.595216446,0.015262314,2.82,7.2,0.642814786,0.658185502,0.583198261
190,658,1,cyclic,raw,WTE,XG,,,8,0.068752251,200,0.009607368,0.030965409,0.664355399,0.627266258,0.013896337,0.638505634,0.002103093,0.592567701,0.008318962,3.46,7.6,0.64162878,0.653126815,0.581656454
191,659,1,cyclic,raw,onehot,XG,,,9,0.072866887,450,0.480895985,0.013273445,0.600393003,0.629061079,0.014266538,0.640759043,0.000943849,0.5922119,0.010844726,3.42,6.8,0.64241945,0.655832618,0.58240759
192,660,1,cyclic,zone,5FTE,XG,,,9,0.097854426,350,0.107307981,0.048987808,0.682126125,0.633018383,0.009738719,0.642775252,0.001058952,0.609646175,0.007356844,5.94,11.6,0.643803123,0.654114972,0.579640245
193,661,1,cyclic,zone,WTE,XG,,,10,0.044760895,300,0.094933466,0.020069915,0.639307658,0.635145286,0.009632337,0.644277525,0.000901503,0.612492587,0.007260885,5.46,10.4,0.645582131,0.656254018,0.582684325
194,662,1,cyclic,zone,onehot,XG,,,9,0.051636161,400,0.052169937,0.014692171,0.752687101,0.63308559,0.011088403,0.642775252,0.000992283,0.606009093,0.014812804,6.08,11,0.644396126,0.652796472,0.581182052
195,663,1,raw,2dpos,5FTE,XG,8,2500,8,0.064508235,250,0.042678152,0.036482878,0.621607868,0.636584305,0.010501447,0.646530935,0.000583035,0.612492587,0.014211181,8.2,25.8,0.647361139,0.659706823,0.588100415
196,664,1,raw,2dpos,5FTE,XG,8,5000,8,0.075580133,400,0.001538995,0.020033525,0.811304434,0.639525598,0.008278159,0.646965804,0.000838632,0.619252817,0.011304612,10.2,20,0.648151809,0.662941115,0.589207353
197,665,1,raw,2dpos,5FTE,XG,8,10000,10,0.035137574,350,0.051818251,0.027801626,0.754783193,0.63701522,0.011055153,0.645305396,0.00083396,0.609725242,0.010570685,16.76,30.4,0.646768136,0.659034325,0.586835343
198,666,1,raw,2dpos,5FTE,XG,16,2500,8,0.036820912,400,0.000717449,0.019922331,0.619376226,0.638169599,0.010612631,0.648151809,0.001186005,0.612848389,0.008721596,19.3,36.6,0.649140146,0.656111725,0.588021348
199,667,1,raw,2dpos,5FTE,XG,16,5000,9,0.044044975,250,0.00081834,0.097126167,0.600481996,0.63917375,0.009140034,0.64850761,0.000972396,0.618066812,0.008195935,21.9,45.6,0.649733149,0.657341485,0.587507413
200,668,1,raw,2dpos,5FTE,XG,16,10000,9,0.027625322,500,0.000196598,0.048162395,0.653496439,0.640134414,0.007885106,0.647203005,0.000615632,0.621466693,0.009246108,26.4,51.8,0.648151809,0.656898728,0.58703301
201,669,1,raw,2dpos,5FTE,XG,24,2500,8,0.04601593,450,0.912118664,0.339385625,0.670729756,0.639379324,0.009987222,0.649258747,0.001401907,0.614350662,0.008836645,24.38,65.2,0.650919154,0.663514785,0.589998023
202,670,1,raw,2dpos,5FTE,XG,24,5000,8,0.077157425,350,0.022383388,0.113421322,0.669212177,0.638964222,0.008003454,0.6462542,0.001023299,0.62008302,0.009353246,28.54,66.4,0.647558806,0.663184047,0.587151611
203,671,1,raw,2dpos,5FTE,XG,24,10000,7,0.041225496,350,0.123243339,0.015415294,0.676596377,0.638153785,0.00950308,0.647321605,0.0009208,0.613994861,0.008178038,22.66,45.4,0.648349476,0.663886281,0.587981815
204,672,1,raw,2dpos,WTE,XG,8,2500,7,0.059124594,300,1.148165167,0.123810774,0.668406839,0.635572247,0.015108727,0.648033208,0.001522168,0.597865191,0.016305234,6.7,20,0.649535481,0.660995245,0.588891085
205,673,1,raw,2dpos,WTE,XG,8,5000,7,0.086527219,200,0.002256447,0.113698043,0.735585275,0.63700336,0.011724133,0.645977466,0.000958229,0.606918363,0.013813835,9.78,20.6,0.647361139,0.660793595,0.587349279
206,674,1,raw,2dpos,WTE,XG,8,10000,6,0.07554593,400,0.00092733,0.551824323,0.892852114,0.633903934,0.012245352,0.643961257,0.000428533,0.602609211,0.0118226,8.74,22.4,0.644593793,0.65926172,0.586953943
207,675,1,raw,2dpos,WTE,XG,16,2500,6,0.083123634,350,0.000104525,0.206680488,0.748081457,0.636489425,0.01301742,0.646768136,0.001562699,0.602213876,0.009871113,11.12,25.8,0.649535481,0.654539971,0.588653884
208,676,1,raw,2dpos,WTE,XG,16,5000,8,0.080489622,150,0.156392679,0.115848537,0.828530546,0.63543388,0.01063285,0.645305396,0.002203793,0.609092706,0.002256356,11.66,27.8,0.649140146,0.657294484,0.588021348
209,677,1,raw,2dpos,WTE,XG,16,10000,8,0.050501793,350,0.141481261,0.0145192,0.723997573,0.638082625,0.009452965,0.646530935,0.000530398,0.615932002,0.011705022,19.86,44.6,0.647163471,0.656006072,0.586716742
210,678,1,raw,2dpos,WTE,XG,24,2500,9,0.070949569,200,1.312219379,0.025534859,0.601190541,0.639510914,0.009385565,0.648151809,0.001202365,0.615220399,0.006872465,22.87755102,43.2,0.649535481,0.662087279,0.586993477
211,679,1,raw,2dpos,WTE,XG,24,5000,8,0.035906459,500,0.116831101,0.58887458,0.884865583,0.637801937,0.00848226,0.646847203,0.001814885,0.618778415,0.008685683,31.72,59,0.649140146,0.665590027,0.587744614
212,680,1,raw,2dpos,WTE,XG,24,10000,9,0.029469874,400,0.010547154,0.197694966,0.702841164,0.638304013,0.008931377,0.645937932,0.001268773,0.616485471,0.009147757,29.22,63.6,0.647756474,0.664168246,0.587230678
213,681,1,raw,2dpos,onehot,XG,8,2500,7,0.073942847,250,0.000103604,0.084420194,0.721808423,0.63690848,0.011008389,0.645858865,0.000455065,0.608420636,0.00975705,9.94,23.8,0.646372801,0.661633718,0.588416683
214,682,1,raw,2dpos,onehot,XG,8,5000,6,0.085976975,300,0.001679976,0.010846591,0.688309234,0.63841866,0.008962737,0.646965804,0.001126878,0.616445938,0.009572702,9.34,26.6,0.648547144,0.661264879,0.588930619
215,683,1,raw,2dpos,onehot,XG,8,10000,6,0.085364135,500,0.504945395,0.028664223,0.697354495,0.638098438,0.012107908,0.648705278,0.000704429,0.609290374,0.012238318,9.74,19.4,0.649733149,0.659847271,0.589325954
216,684,1,raw,2dpos,onehot,XG,16,2500,9,0.061163437,350,0.00010194,0.038248243,0.720265611,0.637493576,0.011854055,0.64759834,0.001164394,0.608618304,0.0077103,22.1,39.6,0.649140146,0.655139074,0.587151611
217,685,1,raw,2dpos,onehot,XG,16,5000,9,0.038021205,400,0.208809453,0.039118437,0.708685668,0.638972129,0.009615282,0.647163471,0.000968369,0.615734335,0.004461772,25.26,44.2,0.648349476,0.655570919,0.587902748
218,686,1,raw,2dpos,onehot,XG,16,10000,9,0.022469707,450,0.002876879,0.468842125,0.616698846,0.636279897,0.009513841,0.645740265,0.000599555,0.615141332,0.006777143,24.3,50.6,0.646570468,0.657451114,0.586005139
219,687,1,raw,2dpos,onehot,XG,24,2500,8,0.055183061,350,0.000263681,0.026496756,0.754717678,0.637034987,0.009187673,0.64467286,0.000720877,0.613520459,0.003664587,24.52,49.2,0.645779798,0.664071766,0.586637675
220,688,1,raw,2dpos,onehot,XG,24,5000,8,0.077479919,150,0.026865117,0.032321387,0.738251989,0.637588456,0.01065978,0.647084404,0.001088069,0.610081044,0.005799445,22.1,45.6,0.648744811,0.66296901,0.586835343
221,689,1,raw,2dpos,onehot,XG,24,10000,9,0.028712052,500,0.015258025,1.396423354,0.689806313,0.638576794,0.009124935,0.646768136,0.001226495,0.617118008,0.006363851,33.2,64.8,0.648942479,0.664461857,0.587981815
222,690,1,raw,elliptic,5FTE,XG,,,9,0.050721105,300,1.909316182,0.18232907,0.928870373,0.636042696,0.010972632,0.645147262,0.000583035,0.607076497,0.009014376,4.4,11,0.645977466,0.65930152,0.586637675
223,691,1,raw,elliptic,WTE,XG,,,6,0.075778056,500,0.000237214,0.020908047,0.728351702,0.638402846,0.013835945,0.650642419,0.001883555,0.60450682,0.016196921,3.86,7.6,0.653488832,0.661389086,0.590472425
224,692,1,raw,elliptic,onehot,XG,,,8,0.046230473,450,0.184844913,0.010393406,0.775541026,0.638209132,0.011326183,0.647123938,0.00104034,0.608776438,0.010990919,7.34,16.6,0.648744811,0.656459825,0.585847005
225,693,1,raw,polar,5FTE,XG,,,7,0.05878075,500,0.086216137,0.014253254,0.696572058,0.635093892,0.012652449,0.647242538,0.000912274,0.607471832,0.009495656,3.98,8.4,0.648547144,0.658843504,0.587546946
226,694,1,raw,polar,WTE,XG,,,9,0.07622187,400,0.000103332,0.177387203,0.65388467,0.634706464,0.011364715,0.645028662,0.000615632,0.6077881,0.004073582,5.06,9.6,0.645977466,0.656969911,0.585056335
227,695,1,raw,polar,onehot,XG,,,7,0.095621491,450,0.10875628,0.030013816,0.660848294,0.638248666,0.010016749,0.647954141,0.001186005,0.614825064,0.010428344,4.84,10.2,0.649140146,0.661212505,0.586953943
228,696,1,raw,raw,5FTE,XG,,,7,0.043938766,450,0.006148893,0.023320469,0.721863469,0.630962641,0.016624324,0.643289188,0.001123406,0.588179482,0.007814245,3.6,7.6,0.644593793,0.655849834,0.585412137
229,697,1,raw,raw,WTE,XG,,,8,0.057583557,500,1.574548932,0.096354113,0.96421374,0.628622257,0.019795252,0.642458984,0.000530398,0.57766357,0.006438016,3.88,7.8,0.643407788,0.653794497,0.584344732
230,698,1,raw,raw,onehot,XG,,,6,0.069753726,450,0.021598174,0.106479237,0.974693781,0.631334256,0.012622821,0.642893853,0.001883555,0.600988338,0.009300462,3.46,7.4,0.646175133,0.654761584,0.585016802
231,699,1,raw,zone,5FTE,XG,,,10,0.050987932,250,0.000333381,0.011773487,0.639848254,0.632524214,0.00944081,0.642775252,0.001514448,0.611978652,0.010004203,7.54,14.8,0.644593793,0.651794903,0.580786717
232,700,1,raw,zone,WTE,XG,,,8,0.061069897,250,0.2521483,0.062039141,0.67516188,0.638102392,0.010050692,0.647796007,0.000257727,0.614904131,0.009397423,3.64,7,0.648151809,0.657527801,0.586874876
233,701,1,raw,zone,onehot,XG,,,7,0.088119981,450,0.011677802,0.010451613,0.631645475,0.633927654,0.013686185,0.646491401,0.001132067,0.602767345,0.006969848,4.74,9.6,0.647361139,0.653825661,0.586677209
